DriverID,FullName,LastName,SeasonID,SprintIndex,Number,Color,Team,DriverIDT,CountryCode,CountryCodeRus,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QualiTeammateDiscreteAvg,ConsistencyTeammateDiscreteAvg,PaceTeammateDiscreteAvg,StartTeammateDiscreteAvg,OvertakesTeammateDiscreteAvg,MistakesTeammateDiscreteAvg,QualiTeammateNormalizedAvg,ConsistencyTeammateNormalizedAvg,PaceTeammateNormalizedAvg,StartTeammateNormalizedAvg,OvertakesTeammateNormalizedAvg,MistakesTeammateNormalizedAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,Label,RacesParticipated,Teammate,TeammateAbb
8,Carlos Sainz,Sainz,2021,0,55,#CC1400,Ferrari,8_Ferrari,ESP,Испания,8.65,6.30,-,6.67,3.33,3.333333333333333,10.0,3.33,-,6.34,4.48,3.603473738890406,5.514825676115999,6.6985592530058105,5.97,4.77,7.61,2021,3.0,Charles Leclerc,LEC
8,Carlos Sainz,Sainz,2021,1,55,#CC1400,Ferrari,8_Ferrari,ESP,Испания,7.75,5.85,4.09,3.50,2.50,3.0,5.0,4.55,4.72,4.99,4.82,4.178655319017437,4.986693617396262,5.350904493649066,6.88,5.78,7.10,2021,22.0,Charles Leclerc,LEC
8,Carlos Sainz,Sainz,2021,2,55,#CC1400,Ferrari,8_Ferrari,ESP,Испания,7.86,5.90,4.09,3.91,2.61,3.0434782608695654,5.652173913043478,4.40,4.72,5.17,4.78,4.103631634653042,5.058711625403499,5.468091864027914,6.76,5.66,7.17,2021,25.0,Charles Leclerc,LEC
8,Carlos Sainz,Sainz,2022,0,55,#CC1400,Ferrari,8_Ferrari,ESP,Испания,6.33,8.48,4.09,3.33,3.33,6.666666666666666,6.666666666666666,3.33,4.72,3.62,4.84,5.211267605633804,5.651367640241075,3.633644980113899,8.87,7.58,6.89,2022,3.0,Charles Leclerc,LEC
8,Carlos Sainz,Sainz,2022,1,55,#CC1400,Ferrari,8_Ferrari,ESP,Испания,8.32,6.53,3.18,6.67,4.00,3.333333333333333,5.333333333333333,4.55,4.92,5.36,4.97,4.852073847751414,4.9350525501337685,5.052103760765233,8.72,5.50,7.55,2022,22.0,Charles Leclerc,LEC
8,Carlos Sainz,Sainz,2022,2,55,#CC1400,Ferrari,8_Ferrari,ESP,Испания,8.02,6.82,3.18,6.11,3.89,3.888888888888889,5.555555555555555,4.40,4.92,5.07,4.95,4.911939474065145,5.0544383984849865,4.839334943667533,8.74,5.79,7.45,2022,25.0,Charles Leclerc,LEC
8,Carlos Sainz,Sainz,2023,0,55,#CC1400,Ferrari,8_Ferrari,ESP,Испания,6.96,6.00,5.00,5.00,3.33,6.666666666666666,6.666666666666666,5.00,4.83,5.42,4.83,5.347169811320755,5.218779376305821,6.483623291825305,6.29,6.48,6.72,2023,6.0,Charles Leclerc,LEC
8,Carlos Sainz,Sainz,2023,1,55,#CC1400,Ferrari,8_Ferrari,ESP,Испания,7.31,5.45,3.18,5.56,3.89,3.888888888888889,3.888888888888889,4.55,4.89,4.76,4.88,4.644239719691121,4.512334369428445,5.259077103783609,6.81,5.62,6.72,2023,22.0,Charles Leclerc,LEC
8,Carlos Sainz,Sainz,2023,2,55,#CC1400,Ferrari,8_Ferrari,ESP,Испания,7.23,5.57,3.57,5.42,3.75,4.583333333333333,4.583333333333333,4.64,4.88,4.93,4.87,4.81997224259853,4.688945621147789,5.494566755330089,6.69,5.81,6.72,2023,28.0,Charles Leclerc,LEC
8,Carlos Sainz,Sainz,2024,0,55,#CC1400,Ferrari,8_Ferrari,ESP,Испания,6.25,5.63,5.00,6.67,6.67,5.0,3.333333333333333,6.67,5.06,5.14,4.83,5.052330022918258,4.789554466517521,5.361667144485134,8.17,5.86,6.08,2024,6.0,Charles Leclerc,LEC
8,Carlos Sainz,Sainz,2024,1,55,#CC1400,Ferrari,8_Ferrari,ESP,Испания,7.77,6.67,3.91,5.65,4.35,1.3043478260869565,5.217391304347826,5.65,4.99,4.86,4.96,4.253414457169568,5.197741259025694,4.964296318602303,7.96,4.89,7.11,2024,23.0,Charles Leclerc,LEC
8,Carlos Sainz,Sainz,2024,2,55,#CC1400,Ferrari,8_Ferrari,ESP,Испания,7.46,6.46,4.14,5.86,4.83,2.0689655172413794,4.827586206896552,5.86,5.00,4.91,4.93,4.418707332841711,5.113288819196418,5.04944720986291,8.00,5.09,6.90,2024,29.0,Charles Leclerc,LEC
8,Carlos Sainz,Sainz,2025,0,55,#64C4FF,Williams,8_Williams,ESP,Испания,8.52,5.70,5.00,6.67,6.67,8.333333333333334,6.666666666666666,6.67,4.53,5.29,5.20,5.429794053464266,5.1479466479466485,5.701535121889325,5.20,6.23,7.67,2025,6.0,Alexander Albon,ALB
8,Carlos Sainz,Sainz,2025,1,55,#64C4FF,Williams,8_Williams,ESP,Испания,5.50,5.97,5.65,3.68,4.21,5.7894736842105265,5.263157894736842,2.61,5.42,4.51,5.00,5.209726758667642,5.11622285985878,4.118873458688902,4.77,6.22,5.71,2025,23.0,Alexander Albon,ALB
8,Carlos Sainz,Sainz,2025,2,55,#64C4FF,Williams,8_Williams,ESP,Испания,6.20,5.91,5.52,4.40,4.80,6.4,5.6000000000000005,3.45,5.23,4.69,5.05,5.2625429094188325,5.123836568999868,4.435405791328987,4.87,6.22,6.16,2025,29.0,Alexander Albon,ALB
8,Carlos Sainz,Sainz,Все сезоны,0,55,#64C4FF,Все сезоны,8_Williams,ESP,Испания,7.34,6.42,5.00,5.67,4.67,6.0,6.666666666666666,5.00,4.81,5.16,4.84,4.928807046445497,5.2644947614254125,5.575805958263895,6.90,6.19,6.99,Все сезоны,29.0,Alexander Albon,ALB
8,Carlos Sainz,Sainz,Все сезоны,1,55,#64C4FF,Все сезоны,8_Williams,ESP,Испания,7.33,6.09,4.00,5.01,3.79,3.463208746503941,4.940554284261378,4.38,4.99,4.89,4.93,4.6276220204594365,4.94960893116859,4.9490510270978225,7.03,5.60,6.84,Все сезоны,29.0,Alexander Albon,ALB
8,Carlos Sainz,Sainz,Все сезоны,2,55,#64C4FF,Все сезоны,8_Williams,ESP,Испания,7.35,6.13,4.10,5.14,3.98,3.9969332000666333,5.243729801765784,4.55,4.95,4.96,4.92,4.703358718715452,5.007844206646512,5.057369312843487,7.01,5.72,6.88,Все сезоны,29.0,Alexander Albon,ALB
