SeasonID,SprintIndex,FullName,WinnerQualificationSum,WinnerRaceSum,FastestLapSum,RacesTotal,WinnerRaceUnique,WinnerQualificationUnique,FastestLapUnique,CompetitionWins,CompetitionPoles,CompetitionFastLaps,CompetitionRating
2023,1,Alexander Albon,0,0,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Carlos Sainz,2,1,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Charles Leclerc,4,0,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Daniel Ricciardo,0,0,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Esteban Ocon,0,0,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Fernando Alonso,0,0,1.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,George Russell,0,0,1.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Guanyu Zhou,0,0,1.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Kevin Magnussen,0,0,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Lance Stroll,0,0,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Lando Norris,0,0,1.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Lewis Hamilton,1,0,4.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Liam Lawson,0,0,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Logan Sargeant,0,0,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Max Verstappen,13,19,9.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Nico Hulkenberg,0,0,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Nyck De Vries,0,0,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Oscar Piastri,0,0,2.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Pierre Gasly,0,0,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Sergio Perez,2,2,2.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Valtteri Bottas,0,0,0.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
2023,1,Yuki Tsunoda,0,0,1.0,22,3,5,9,0.13636363636363635,0.22727272727272727,0.4090909090909091,2.58
