SeasonID,SprintIndex,FullName,WinnerQualificationSum,WinnerRaceSum,FastestLapSum,RacesTotal,WinnerRaceUnique,WinnerQualificationUnique,FastestLapUnique,CompetitionWins,CompetitionPoles,CompetitionFastLaps,CompetitionRating
2024,1,Alexander Albon,0,0,0.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Carlos Sainz,1,2,1.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Charles Leclerc,2,3,3.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Daniel Ricciardo,0,0,1.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Esteban Ocon,0,0,1.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Fernando Alonso,0,0,2.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Franco Colapinto,0,0,0.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,George Russell,3,2,2.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Guanyu Zhou,0,0,0.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Jack Doohan,0,0,0.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Kevin Magnussen,0,0,1.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Lance Stroll,0,0,0.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Lando Norris,8,4,6.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Lewis Hamilton,0,2,2.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Liam Lawson,0,0,0.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Logan Sargeant,0,0,0.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Max Verstappen,10,9,3.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Nico Hulkenberg,0,0,0.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Oliver Bearman,0,0,0.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Oscar Piastri,0,2,1.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Pierre Gasly,0,0,0.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Sergio Perez,0,0,1.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Valtteri Bottas,0,0,0.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
2024,1,Yuki Tsunoda,0,0,0.0,24,7,5,12,0.2916666666666667,0.20833333333333334,0.5,3.33
