SeasonID,SprintIndex,FullName,WinnerQualificationSum,WinnerRaceSum,FastestLapSum,RacesTotal,WinnerRaceUnique,WinnerQualificationUnique,FastestLapUnique,CompetitionWins,CompetitionPoles,CompetitionFastLaps,CompetitionRating
2025,1,Alexander Albon,0,0,1.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Carlos Sainz,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Charles Leclerc,1,0,1.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Esteban Ocon,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Fernando Alonso,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Franco Colapinto,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Gabriel Bortoleto,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,George Russell,2,2,3.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Isack Hadjar,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Jack Doohan,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Kimi Antonelli,0,0,3.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Lance Stroll,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Lando Norris,7,7,5.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Lewis Hamilton,0,0,1.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Liam Lawson,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Max Verstappen,8,8,3.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Nico Hulkenberg,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Oliver Bearman,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Oscar Piastri,6,7,6.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Pierre Gasly,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
2025,1,Yuki Tsunoda,0,0,0.0,24,4,5,8,0.16666666666666666,0.20833333333333334,0.3333333333333333,2.36
